PROVINCIA,CANTÓN,MES,DIA,HORA,ZONA,CLASE,CAUSA,NUM_FALLECIDO,NUM_LESIONADO,TOTAL_VICTIMAS
PICHINCHA,QUITO,JUNIO,MIÉRCOLES,20:00 A 20:59,URBANA,OTROS,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,0,0
AZUAY,CUENCA,JUNIO,MIÉRCOLES,22:00 A 22:59,URBANA,PÉRDIDA DE PISTA,EMBRIAGUEZ O DROGA,0,0,0
SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO,JUNIO,MIÉRCOLES,22:00 A 22:59,URBANA,PÉRDIDA DE PISTA,OTRAS CAUSAS,0,1,1
GUAYAS,GUAYAQUIL,JUNIO,JUEVES,00:00 A 00:59,URBANA,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
GUAYAS,GUAYAQUIL,JUNIO,JUEVES,00:00 A 00:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,0,0
SANTA ELENA,LA LIBERTAD,JUNIO,JUEVES,03:00 A 03:59,RURAL,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
GUAYAS,NARANJAL,JUNIO,JUEVES,06:00 A 06:59,RURAL,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,1,1
PICHINCHA,QUITO,JUNIO,JUEVES,06:00 A 06:59,URBANA,PÉRDIDA DE PISTA,EXCESO VELOCIDAD,0,0,0
PICHINCHA,QUITO,JUNIO,JUEVES,06:00 A 06:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,1,1
LOS RÍOS,PUEBLOVIEJO,JUNIO,JUEVES,07:00 A 07:59,RURAL,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,3,3
AZUAY,CUENCA,JUNIO,JUEVES,07:00 A 07:59,URBANA,PÉRDIDA DE PISTA,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,1,1
GUAYAS,GUAYAQUIL,JUNIO,JUEVES,08:00 A 08:59,URBANA,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,0,1,1
EL ORO,MACHALA,JUNIO,JUEVES,08:00 A 08:59,URBANA,VOLCAMIENTOS,EMBRIAGUEZ O DROGA,0,0,0
GUAYAS,DAULE,JUNIO,JUEVES,08:00 A 08:59,RURAL,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
GUAYAS,GUAYAQUIL,JUNIO,JUEVES,08:00 A 08:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,2,2
LOJA,LOJA,JUNIO,JUEVES,09:00 A 09:59,URBANA,ATROPELLOS,EMBRIAGUEZ O DROGA,0,3,3
GUAYAS,GUAYAQUIL,JUNIO,JUEVES,09:00 A 09:59,URBANA,ATROPELLOS,EXCESO VELOCIDAD,0,1,1
GUAYAS,GUAYAQUIL,JUNIO,JUEVES,09:00 A 09:59,URBANA,CAÍDA DE PASAJEROS,IMPRUDENCIA  DEL PEATÓN,0,1,1
PICHINCHA,QUITO,JUNIO,JUEVES,10:00 A 10:59,URBANA,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
GUAYAS,DURAN,JUNIO,JUEVES,11:00 A 11:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,1,1
PICHINCHA,QUITO,JUNIO,JUEVES,11:00 A 11:59,URBANA,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,0,1,1
GUAYAS,GUAYAQUIL,JUNIO,JUEVES,12:00 A 12:59,URBANA,PÉRDIDA DE PISTA,EXCESO VELOCIDAD,0,1,1
GUAYAS,GUAYAQUIL,JUNIO,JUEVES,12:00 A 12:59,URBANA,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
GUAYAS,GUAYAQUIL,JUNIO,JUEVES,12:00 A 12:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,3,3
GUAYAS,DURAN,JUNIO,JUEVES,13:00 A 13:59,RURAL,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
GUAYAS,GUAYAQUIL,JUNIO,JUEVES,13:00 A 13:59,URBANA,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
LOS RÍOS,VENTANAS,JUNIO,JUEVES,13:00 A 13:59,RURAL,VOLCAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
SANTA ELENA,LA LIBERTAD,JUNIO,JUEVES,13:00 A 13:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,1,1
PICHINCHA,QUITO,JUNIO,JUEVES,13:00 A 13:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,1,1
TUNGURAHUA,AMBATO,JUNIO,JUEVES,13:00 A 13:59,URBANA,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
GUAYAS,GUAYAQUIL,JUNIO,JUEVES,14:00 A 14:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,1,1
TUNGURAHUA,AMBATO,JUNIO,JUEVES,15:00 A 15:59,RURAL,CHOQUES,EMBRIAGUEZ O DROGA,0,0,0
GUAYAS,DURAN,JUNIO,JUEVES,16:00 A 16:59,URBANA,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,0,1
GUAYAS,PLAYAS,JUNIO,JUEVES,16:00 A 16:59,RURAL,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,1,1
GUAYAS,GUAYAQUIL,JUNIO,JUEVES,16:00 A 16:59,URBANA,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,0,2,2
MANABÍ,PORTOVIEJO,JUNIO,JUEVES,17:00 A 17:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,1,1
MANABÍ,JIPIJAPA,JUNIO,JUEVES,17:00 A 17:59,RURAL,VOLCAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
TUNGURAHUA,AMBATO,JUNIO,JUEVES,17:00 A 17:59,RURAL,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
GUAYAS,GUAYAQUIL,JUNIO,JUEVES,18:00 A 18:59,URBANA,CHOQUES,EXCESO VELOCIDAD,0,2,2
GUAYAS,SAMBORONDON,JUNIO,JUEVES,18:00 A 18:59,URBANA,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
LOS RÍOS,VENTANAS,JUNIO,JUEVES,18:00 A 18:59,RURAL,CAÍDA DE PASAJEROS,IMPRUDENCIA  DEL PEATÓN,0,1,1
SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO,JUNIO,JUEVES,18:00 A 18:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,1,1
LOS RÍOS,QUEVEDO,JUNIO,JUEVES,19:00 A 19:59,RURAL,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,2,2
LOS RÍOS,BABAHOYO,JUNIO,JUEVES,19:00 A 19:59,URBANA,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
GUAYAS,SAMBORONDON,JUNIO,JUEVES,20:00 A 20:59,RURAL,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
MANABÍ,MANTA,JUNIO,JUEVES,20:00 A 20:59,URBANA,PÉRDIDA DE PISTA,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,1,1
MANABÍ,PORTOVIEJO,JUNIO,JUEVES,20:00 A 20:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,1,1
GUAYAS,SAN JACINTO DE YAGUACHI,JUNIO,JUEVES,20:00 A 20:59,RURAL,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
GUAYAS,MILAGRO,JUNIO,JUEVES,21:00 A 21:59,URBANA,CAÍDA DE PASAJEROS,IMPRUDENCIA  DEL PEATÓN,0,1,1
GUAYAS,GUAYAQUIL,JUNIO,JUEVES,21:00 A 21:59,URBANA,CHOQUES,EMBRIAGUEZ O DROGA,0,1,1
GUAYAS,GUAYAQUIL,JUNIO,JUEVES,22:00 A 22:59,URBANA,CHOQUES,EXCESO VELOCIDAD,0,0,0
PICHINCHA,QUITO,JUNIO,VIERNES,00:00 A 00:59,URBANA,ESTRELLAMIENTOS,FACTORES CLIMÁTICOS,0,0,0
PICHINCHA,QUITO,JUNIO,VIERNES,00:00 A 00:59,RURAL,ESTRELLAMIENTOS,EXCESO VELOCIDAD,0,0,0
PICHINCHA,QUITO,JUNIO,VIERNES,01:00 A 01:59,URBANA,ESTRELLAMIENTOS,EXCESO VELOCIDAD,0,0,0
GUAYAS,GUAYAQUIL,JUNIO,VIERNES,03:00 A 03:59,URBANA,ESTRELLAMIENTOS,EMBRIAGUEZ O DROGA,0,0,0
GUAYAS,GUAYAQUIL,JUNIO,VIERNES,03:00 A 03:59,URBANA,ATROPELLOS,EXCESO VELOCIDAD,0,1,1
PICHINCHA,QUITO,JUNIO,VIERNES,04:00 A 04:59,URBANA,ESTRELLAMIENTOS,FACTORES CLIMÁTICOS,0,0,0
IMBABURA,IBARRA,JUNIO,VIERNES,05:00 A 05:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,0,0
GUAYAS,GUAYAQUIL,JUNIO,VIERNES,05:00 A 05:59,URBANA,PÉRDIDA DE PISTA,EXCESO VELOCIDAD,0,0,0
GUAYAS,GENERAL ANTONIO ELIZALDE,JUNIO,VIERNES,06:00 A 06:59,RURAL,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,1,1,2
GUAYAS,GUAYAQUIL,JUNIO,VIERNES,06:00 A 06:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,1,1
GUAYAS,GUAYAQUIL,JUNIO,VIERNES,07:00 A 07:59,URBANA,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,1,0,1
MANABÍ,MANTA,JUNIO,VIERNES,07:00 A 07:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,2,2
TUNGURAHUA,AMBATO,JUNIO,VIERNES,07:00 A 07:59,RURAL,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
GUAYAS,GUAYAQUIL,JUNIO,VIERNES,07:00 A 07:59,URBANA,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,2,2
GUAYAS,GUAYAQUIL,JUNIO,VIERNES,08:00 A 08:59,URBANA,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,1,0,1
GUAYAS,GUAYAQUIL,JUNIO,VIERNES,08:00 A 08:59,URBANA,PÉRDIDA DE PISTA,EXCESO VELOCIDAD,0,1,1
TUNGURAHUA,AMBATO,JUNIO,VIERNES,08:00 A 08:59,URBANA,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
MANABÍ,MONTECRISTI,JUNIO,VIERNES,08:00 A 08:59,RURAL,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,1,0,1
PICHINCHA,QUITO,JUNIO,VIERNES,09:00 A 09:59,URBANA,CHOQUES,FACTORES CLIMÁTICOS,0,0,0
IMBABURA,IBARRA,JUNIO,VIERNES,10:00 A 10:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,0,0
GUAYAS,COLIMES,JUNIO,VIERNES,11:00 A 11:59,RURAL,CAÍDA DE PASAJEROS,IMPRUDENCIA  DEL PEATÓN,0,1,1
LOS RÍOS,BABAHOYO,JUNIO,VIERNES,11:00 A 11:59,URBANA,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
IMBABURA,IBARRA,JUNIO,VIERNES,11:00 A 11:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,1,1
GUAYAS,GUAYAQUIL,JUNIO,VIERNES,11:00 A 11:59,URBANA,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,0,1,1
MANABÍ,MANTA,JUNIO,VIERNES,12:00 A 12:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,0,0
AZUAY,CUENCA,JUNIO,VIERNES,12:00 A 12:59,URBANA,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,2,2
ORELLANA,ORELLANA,JUNIO,VIERNES,12:00 A 12:59,URBANA,CHOQUES,EXCESO VELOCIDAD,0,2,2
GUAYAS,LOMAS DE SARGENTILLO,JUNIO,VIERNES,13:00 A 13:59,RURAL,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
GUAYAS,DAULE,JUNIO,VIERNES,13:00 A 13:59,RURAL,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
PICHINCHA,QUITO,JUNIO,VIERNES,13:00 A 13:59,RURAL,ATROPELLOS,IMPRUDENCIA  DEL PEATÓN,0,1,1
GUAYAS,GUAYAQUIL,JUNIO,VIERNES,13:00 A 13:59,URBANA,ATROPELLOS,EXCESO VELOCIDAD,0,2,2
LOS RÍOS,VENTANAS,JUNIO,VIERNES,14:00 A 14:59,URBANA,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
GUAYAS,GUAYAQUIL,JUNIO,VIERNES,14:00 A 14:59,URBANA,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,0,2,2
GUAYAS,GUAYAQUIL,JUNIO,VIERNES,14:00 A 14:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,1,1
GUAYAS,GUAYAQUIL,JUNIO,VIERNES,15:00 A 15:59,URBANA,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,0,0,0
GUAYAS,GUAYAQUIL,JUNIO,VIERNES,15:00 A 15:59,URBANA,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,0,1,1
AZUAY,CUENCA,JUNIO,VIERNES,15:00 A 15:59,RURAL,PÉRDIDA DE PISTA,MAL ESTADO DE LA VÍA,0,1,1
MANABÍ,EL CARMEN,JUNIO,VIERNES,16:00 A 16:59,RURAL,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,0,1
PICHINCHA,QUITO,JUNIO,VIERNES,16:00 A 16:59,URBANA,ATROPELLOS,IMPRUDENCIA  DEL PEATÓN,0,1,1
ORELLANA,ORELLANA,JUNIO,VIERNES,16:00 A 16:59,RURAL,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO,JUNIO,VIERNES,16:00 A 16:59,RURAL,PÉRDIDA DE PISTA,EXCESO VELOCIDAD,0,0,0
LOJA,LOJA,JUNIO,VIERNES,16:00 A 16:59,URBANA,ATROPELLOS,IMPRUDENCIA  DEL PEATÓN,0,2,2
NAPO,QUIJOS,JUNIO,VIERNES,17:00 A 17:59,RURAL,PÉRDIDA DE PISTA,EXCESO VELOCIDAD,0,1,1
CHIMBORAZO,COLTA,JUNIO,VIERNES,17:00 A 17:59,RURAL,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
MANABÍ,CHONE,JUNIO,VIERNES,17:00 A 17:59,RURAL,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
TUNGURAHUA,AMBATO,JUNIO,VIERNES,18:00 A 18:59,URBANA,ATROPELLOS,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,1,1
GUAYAS,MILAGRO,JUNIO,VIERNES,18:00 A 18:59,URBANA,CAÍDA DE PASAJEROS,IMPRUDENCIA  DEL PEATÓN,0,1,1
GUAYAS,DAULE,JUNIO,VIERNES,18:00 A 18:59,RURAL,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,1,1,2
PICHINCHA,QUITO,JUNIO,VIERNES,18:00 A 18:59,RURAL,CHOQUES,EMBRIAGUEZ O DROGA,0,0,0
GUAYAS,SIMON BOLIVAR,JUNIO,VIERNES,19:00 A 19:59,RURAL,CAÍDA DE PASAJEROS,IMPRUDENCIA  DEL PEATÓN,0,1,1
GUAYAS,ISIDRO AYORA,JUNIO,VIERNES,19:00 A 19:59,RURAL,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
TUNGURAHUA,AMBATO,JUNIO,VIERNES,19:00 A 19:59,URBANA,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
TUNGURAHUA,SANTIAGO DE PILLARO,JUNIO,VIERNES,19:00 A 19:59,RURAL,CHOQUES,EMBRIAGUEZ O DROGA,0,0,0
GUAYAS,NARANJAL,JUNIO,VIERNES,20:00 A 20:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,2,2
PICHINCHA,QUITO,JUNIO,VIERNES,20:00 A 20:59,URBANA,OTROS,MAL REBASAMIENTO INVADIR CARRIL,0,2,2
GUAYAS,GUAYAQUIL,JUNIO,VIERNES,20:00 A 20:59,URBANA,ATROPELLOS,EXCESO VELOCIDAD,0,1,1
GUAYAS,GUAYAQUIL,JUNIO,VIERNES,20:00 A 20:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,1,1
GUAYAS,DAULE,JUNIO,VIERNES,20:00 A 20:59,URBANA,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
AZUAY,CUENCA,JUNIO,VIERNES,20:00 A 20:59,URBANA,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
GUAYAS,GUAYAQUIL,JUNIO,VIERNES,21:00 A 21:59,URBANA,ESTRELLAMIENTOS,EXCESO VELOCIDAD,1,0,1
AZUAY,CUENCA,JUNIO,VIERNES,21:00 A 21:59,URBANA,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
PICHINCHA,QUITO,JUNIO,VIERNES,21:00 A 21:59,RURAL,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,2,2
CHIMBORAZO,GUANO,JUNIO,VIERNES,21:00 A 21:59,RURAL,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO,JUNIO,VIERNES,21:00 A 21:59,RURAL,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
LOJA,LOJA,JUNIO,VIERNES,21:00 A 21:59,URBANA,CHOQUES,EMBRIAGUEZ O DROGA,0,0,0
MANABÍ,MANTA,JUNIO,VIERNES,21:00 A 21:59,URBANA,ESTRELLAMIENTOS,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,0,0
PICHINCHA,QUITO,JUNIO,VIERNES,22:00 A 22:59,URBANA,CHOQUES,FACTORES CLIMÁTICOS,0,0,0
PICHINCHA,QUITO,JUNIO,VIERNES,22:00 A 22:59,URBANA,ESTRELLAMIENTOS,FACTORES CLIMÁTICOS,0,0,0
GUAYAS,GENERAL ANTONIO ELIZALDE,JUNIO,VIERNES,22:00 A 22:59,RURAL,CAÍDA DE PASAJEROS,IMPRUDENCIA  DEL PEATÓN,0,1,1
PICHINCHA,QUITO,JUNIO,VIERNES,22:00 A 22:59,RURAL,CHOQUES,EMBRIAGUEZ O DROGA,0,2,2
GUAYAS,GUAYAQUIL,JUNIO,VIERNES,23:00 A 23:59,URBANA,PÉRDIDA DE PISTA,EXCESO VELOCIDAD,0,2,2
LOJA,LOJA,JUNIO,VIERNES,23:00 A 23:59,RURAL,ROZAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
TUNGURAHUA,TISALEO,JUNIO,VIERNES,23:00 A 23:59,RURAL,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
LOS RÍOS,QUEVEDO,JUNIO,VIERNES,23:00 A 23:59,RURAL,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
GUAYAS,SAMBORONDON,JUNIO,SÁBADO,00:00 A 00:59,RURAL,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
GUAYAS,GUAYAQUIL,JUNIO,SÁBADO,00:00 A 00:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,1,1
GUAYAS,GUAYAQUIL,JUNIO,SÁBADO,00:00 A 00:59,URBANA,ESTRELLAMIENTOS,EXCESO VELOCIDAD,0,0,0
EL ORO,PIÑAS,JUNIO,SÁBADO,00:00 A 00:59,RURAL,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,0,1,1
EL ORO,PIÑAS,JUNIO,SÁBADO,00:00 A 00:59,RURAL,ESTRELLAMIENTOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
GUAYAS,GUAYAQUIL,JUNIO,SÁBADO,00:00 A 00:59,URBANA,ESTRELLAMIENTOS,EXCESO VELOCIDAD,0,1,1
GUAYAS,GUAYAQUIL,JUNIO,SÁBADO,01:00 A 01:59,URBANA,ATROPELLOS,EXCESO VELOCIDAD,0,1,1
MANABÍ,ROCAFUERTE,JUNIO,SÁBADO,01:00 A 01:59,RURAL,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,4,4
PICHINCHA,QUITO,JUNIO,SÁBADO,01:00 A 01:59,RURAL,ESTRELLAMIENTOS,FACTORES CLIMÁTICOS,0,0,0
LOJA,LOJA,JUNIO,SÁBADO,02:00 A 02:59,URBANA,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,2,2
GUAYAS,DAULE,JUNIO,SÁBADO,02:00 A 02:59,RURAL,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
GUAYAS,PLAYAS,JUNIO,SÁBADO,02:00 A 02:59,RURAL,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
AZUAY,CUENCA,JUNIO,SÁBADO,03:00 A 03:59,RURAL,CHOQUES,MAL ESTADO DE LA VÍA,0,1,1
CHIMBORAZO,GUAMOTE,JUNIO,SÁBADO,03:00 A 03:59,RURAL,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
PICHINCHA,QUITO,JUNIO,SÁBADO,03:00 A 03:59,URBANA,OTROS,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,0,0
LOJA,LOJA,JUNIO,SÁBADO,04:00 A 04:59,URBANA,CHOQUES,EMBRIAGUEZ O DROGA,0,0,0
PICHINCHA,QUITO,JUNIO,SÁBADO,04:00 A 04:59,URBANA,ESTRELLAMIENTOS,FACTORES CLIMÁTICOS,0,0,0
GUAYAS,GUAYAQUIL,JUNIO,SÁBADO,04:00 A 04:59,URBANA,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,1,1,2
PICHINCHA,QUITO,JUNIO,SÁBADO,04:00 A 04:59,URBANA,ESTRELLAMIENTOS,EXCESO VELOCIDAD,0,1,1
PICHINCHA,QUITO,JUNIO,SÁBADO,05:00 A 05:59,RURAL,ESTRELLAMIENTOS,EXCESO VELOCIDAD,0,0,0
EL ORO,MACHALA,JUNIO,SÁBADO,05:00 A 05:59,RURAL,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
PICHINCHA,QUITO,JUNIO,SÁBADO,05:00 A 05:59,URBANA,ATROPELLOS,IMPRUDENCIA  DEL PEATÓN,0,1,1
PASTAZA,MERA,JUNIO,SÁBADO,06:00 A 06:59,RURAL,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
PICHINCHA,QUITO,JUNIO,SÁBADO,06:00 A 06:59,URBANA,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
PASTAZA,SANTA CLARA,JUNIO,SÁBADO,06:00 A 06:59,RURAL,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,2,0,2
GUAYAS,SAMBORONDON,JUNIO,SÁBADO,06:00 A 06:59,URBANA,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
MANABÍ,JIPIJAPA,JUNIO,SÁBADO,06:00 A 06:59,RURAL,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,0,0
SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO,JUNIO,SÁBADO,06:00 A 06:59,URBANA,ESTRELLAMIENTOS,EXCESO VELOCIDAD,0,0,0
GUAYAS,GUAYAQUIL,JUNIO,SÁBADO,07:00 A 07:59,URBANA,CHOQUES,EMBRIAGUEZ O DROGA,0,1,1
PICHINCHA,QUITO,JUNIO,SÁBADO,08:00 A 08:59,RURAL,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,2,2
LOS RÍOS,VINCES,JUNIO,SÁBADO,08:00 A 08:59,RURAL,PÉRDIDA DE PISTA,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,2,2
GUAYAS,EL EMPALME,JUNIO,SÁBADO,09:00 A 09:59,RURAL,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,2,2
GUAYAS,GUAYAQUIL,JUNIO,SÁBADO,10:00 A 10:59,URBANA,CHOQUES,MAL REBASAMIENTO INVADIR CARRIL,0,2,2
AZUAY,CUENCA,JUNIO,SÁBADO,10:00 A 10:59,URBANA,CHOQUES,NO RESPETA LAS SEÑALES DE TRÁNSITO,0,1,1
GUAYAS,GUAYAQUIL,JUNIO,SÁBADO,10:00 A 10:59,URBANA,ESTRELLAMIENTOS,EXCESO VELOCIDAD,0,0,0
SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO,JUNIO,SÁBADO,10:00 A 10:59,URBANA,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
TUNGURAHUA,AMBATO,JUNIO,SÁBADO,11:00 A 11:59,URBANA,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
PICHINCHA,QUITO,JUNIO,SÁBADO,12:00 A 12:59,URBANA,CHOQUES,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,0,0
GUAYAS,GUAYAQUIL,JUNIO,SÁBADO,12:00 A 12:59,URBANA,ESTRELLAMIENTOS,EXCESO VELOCIDAD,0,1,1
TUNGURAHUA,AMBATO,JUNIO,SÁBADO,12:00 A 12:59,URBANA,CHOQUES,EMBRIAGUEZ O DROGA,0,0,0
GUAYAS,GUAYAQUIL,JUNIO,SÁBADO,12:00 A 12:59,URBANA,ESTRELLAMIENTOS,EXCESO VELOCIDAD,0,0,0
GUAYAS,MILAGRO,JUNIO,SÁBADO,12:00 A 12:59,URBANA,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
TUNGURAHUA,AMBATO,JUNIO,SÁBADO,13:00 A 13:59,URBANA,ATROPELLOS,IMPERICIA E IMPRUDENCIA DEL CONDUCTOR,0,1,1
